1,18183,1360627200
1,18183,1360627200
1,10573,1360627200
2,24659,1440547200
2,9676,1440806400
3,28440,1424649600
3,568,1424649600
3,8886,1498089600
3,13563,1532563200
4,15635,1425513600
4,31939,1427068800
4,9347,1427241600
5,19373,1407283200
5,23877,1446249600
5,10921,1448064000
6,30490,1401494400
6,25474,1450396800
6,27498,1464652800
7,27461,1395878400
7,4490,1402272000
7,31837,1426723200
7,34307,1428019200
8,19230,1517702400
8,26811,1517788800
9,25143,1412035200
9,15211,1412035200
9,19875,1451174400
10,11355,1453420800
10,18368,1461024000
11,26413,1279929600
11,14042,1279929600
12,24602,1388880000
12,29849,1397779200
12,29849,1397779200
12,4991,1427068800
12,3677,1439856000
12,28600,1442275200
12,11627,1445212800
12,1203,1461456000
12,29008,1525219200
12,19787,1528502400
13,26606,1368230400
13,16602,1378252800
14,13928,1515715200
14,27051,1515801600
15,28465,1440633600
15,33783,1457740800
16,17905,1462838400
16,30266,1470873600
17,1412,1366156800
17,22855,1366156800
17,19783,1366156800
18,19428,1444694400
18,31402,1515456000
19,3085,1461369600
19,33136,1461369600
20,5918,1388707200
20,899,1483142400
21,13628,1483228800
21,17180,1526601600
22,21391,1442707200
22,30212,1442707200
22,16152,1442707200
22,9831,1442707200
23,19254,1389052800
23,33992,1389052800
24,1259,1470960000
24,29196,1474243200
25,18759,1368316800
25,19568,1368316800
26,11381,1474243200
26,11908,1490745600
27,22306,1354752000
27,26436,1403222400
28,991,1430265600
28,1040,1439510400
28,24573,1445040000
28,2300,1450742400
28,31169,1472860800
28,13350,1482019200
28,8014,1482019200
28,25340,1482019200
28,4222,1482105600
28,7360,1519603200
29,520,1401753600
29,14374,1480118400
30,23843,1438992000
30,9121,1500163200
31,22542,1281312000
31,2923,1281312000
31,13966,1283299200
32,995,1406678400
32,6718,1406678400
33,2074,1455667200
33,2074,1455667200
33,20496,1500768000
34,7643,1480204800
34,5677,1483401600
35,10789,1440201600
35,1040,1440201600
36,18533,1493683200
36,34643,1495065600
36,7100,1495065600
37,6529,1428278400
37,7924,1428278400
37,7924,1428278400
37,7924,1428278400
37,25872,1428278400
37,23299,1428278400
38,674,1397260800
38,1257,1399248000
39,10320,1421712000
39,2783,1421712000
40,25607,1005091200
40,6878,1322438400
41,34466,1440979200
41,34466,1440979200
41,22762,1440979200
42,9232,1421280000
42,23829,1421280000
42,15327,1421280000
42,19323,1426982400
42,28462,1428710400
42,17344,1430697600
42,32731,1432425600
42,20352,1435190400
42,15395,1441065600
43,33243,1472601600
43,16826,1495411200
44,17457,1468886400
44,24137,1503792000
45,29486,1459209600
45,29869,1497830400
46,4484,1478131200
46,19027,1488758400
46,6295,1488758400
46,19027,1488758400
46,6295,1488758400
46,27980,1518998400
47,11940,1430265600
47,9927,1430265600
48,14309,1347926400
48,21661,1363046400
48,31111,1420156800
48,26464,1431561600
48,26464,1431561600
48,31504,1431561600
49,28924,1356998400
49,13035,1373414400
50,6899,1425513600
50,16475,1425513600
51,24184,1436313600
51,32601,1436313600
52,28282,1461801600
52,5130,1528070400
53,14280,1422057600
53,21857,1445817600
54,20790,1351555200
54,2718,1431993600
55,3366,1473379200
55,24013,1473379200
56,15857,1484438400
56,18005,1484438400
57,29551,1456790400
57,32649,1458777600
57,24521,1458777600
57,29247,1458777600
58,27241,1440979200
58,34316,1440979200
59,29830,1520380800
59,11475,1520380800
60,4162,1525392000
60,13759,1525392000
61,31550,1501632000
61,27931,1501632000
62,9812,1426982400
62,20130,1426982400
62,7799,1426982400
62,33841,1426982400
63,15139,1474761600
63,5378,1496966400
64,26681,1421020800
64,17695,1481328000
65,20908,1485734400
65,22774,1485734400
66,34466,1340755200
66,34466,1340755200
66,13459,1492905600
67,9740,1399680000
67,21532,1399680000
67,24430,1480809600
68,5074,1495152000
68,2309,1495152000
69,12500,1461628800
69,3945,1472774400
70,17622,1395187200
70,17676,1396656000
71,13229,1451174400
71,26699,1522800000
72,29256,1277424000
72,9566,1278115200
72,30117,1279584000
72,34701,1281916800
73,22492,1424217600
73,21892,1424217600
74,9257,1389312000
74,33700,1408579200
74,4032,1420329600
75,17954,1404518400
75,30937,1404518400
76,12695,1476403200
76,34381,1476403200
77,295,1480204800
77,17429,1480204800
78,5057,1488499200
78,20282,1488499200
78,7673,1488499200
79,1321,1425168000
79,10741,1441065600
79,28340,1441065600
79,27216,1456876800
79,2199,1513036800
80,187,1279411200
80,187,1279411200
80,19898,1450224000
81,24265,1417824000
81,24087,1424995200
82,726,1439078400
82,8918,1439078400
82,7284,1439078400
83,15349,1500249600
83,28417,1521417600
84,19229,1455494400
84,8032,1469404800
85,23968,1441324800
85,9467,1451260800
85,13318,1451260800
85,7175,1482624000
85,10523,1484438400
85,29145,1487980800
85,32164,1525046400
86,13728,1161043200
86,27859,1171929600
87,24011,1241654400
87,27051,1419552000
88,32626,1366070400
88,5421,1375228800
88,15005,1381881600
88,31111,1411862400
88,34236,1446595200
88,34795,1447200000
88,11837,1471824000
89,16591,1404604800
89,5361,1483488000
90,31677,1422748800
90,32749,1438473600
90,32749,1438473600
91,2625,1426118400
91,14628,1426118400
92,14888,1472860800
92,23836,1472860800
93,11826,1483228800
93,3209,1483228800
94,5493,1413504000
94,25437,1446595200
95,5870,1513036800
95,21291,1518134400
95,12687,1518134400
95,30058,1518134400
96,2029,1429142400
96,1734,1529107200
97,29184,1392336000
97,25882,1392336000
97,3554,1458432000
98,12407,1492905600
98,9629,1492905600
99,22583,1446768000
99,13314,1459296000
100,18579,1418601600
100,7281,1418601600
101,24252,1428624000
101,2647,1428624000
102,34638,1512000000
102,26214,1512000000
103,13910,1389139200
103,23920,1393113600
103,539,1393113600
104,25128,1433894400
104,20978,1514246400
105,22013,1427673600
105,15349,1427673600
105,18997,1427673600
106,23347,1415577600
106,32894,1415577600
106,24010,1415577600
107,10261,1374019200
107,1821,1452211200
107,21299,1452211200
107,3417,1511827200
108,12654,1397433600
108,2765,1426032000
109,23960,1371168000
109,18391,1371168000
109,18391,1371168000
109,13229,1371168000
110,11613,1293494400
110,3173,1381708800
110,11719,1451865600
110,28260,1451865600
110,6537,1467331200
110,22331,1482796800
110,8369,1483747200
110,22488,1484265600
111,20671,1360454400
111,888,1487980800
112,11745,1389916800
112,5936,1389916800
113,5315,1295308800
113,17645,1443571200
114,13860,1421625600
114,23336,1425254400
115,14415,1322956800
115,32208,1368230400
116,15725,1210723200
116,32478,1215648000
116,12119,1231718400
117,19110,1416096000
117,22261,1416096000
117,33605,1482796800
117,1943,1482796800
118,25296,1423872000
118,26067,1487894400
119,15755,1471737600
119,22304,1471737600
119,17539,1471737600
119,26006,1471737600
120,25421,1459209600
120,2970,1459209600
120,6153,1459209600
121,32348,1513209600
121,2449,1524787200
122,15349,1392422400
122,26265,1529452800
123,18997,1423440000
123,25581,1434844800
123,6127,1434844800
124,1797,1432166400
124,24376,1432166400
124,6944,1439164800
124,30101,1467244800
124,12119,1518912000
125,4991,1494547200
125,30459,1513036800
126,1139,1319587200
126,24759,1319587200
126,21135,1455062400
127,29709,1492300800
127,31524,1492300800
127,23520,1492300800
128,21391,1416700800
128,34711,1459296000
129,11908,1524528000
129,12975,1524528000
129,20963,1524528000
130,33337,1443312000
130,31365,1443312000
130,11445,1443312000
130,30122,1463356800
131,14724,1402876800
131,14531,1421366400
131,1864,1421366400
132,4683,1454716800
132,14875,1460246400
133,23410,1404864000
133,16559,1429401600
133,16559,1429401600
133,27110,1429401600
133,18242,1429401600
133,19255,1429401600
133,26027,1466208000
134,1281,1264204800
134,10134,1518480000
135,15361,1414108800
135,773,1441670400
136,7747,1419206400
136,6756,1419206400
137,28984,1358640000
137,34746,1391299200
137,295,1458864000
138,18293,1482796800
138,4826,1482796800
139,14539,1436140800
139,25021,1483142400
139,5849,1484006400
139,23073,1502928000
140,4370,1526860800
140,23615,1531180800
141,31061,1391040000
141,16351,1453420800
142,5170,1484697600
142,16782,1485216000
143,27273,1388707200
143,30714,1397088000
143,6748,1483747200
143,5956,1498694400
144,16059,1418601600
144,32288,1418601600
144,29454,1418601600
145,19567,1482969600
145,32003,1517097600
146,5617,1425254400
146,29856,1470700800
147,11462,1514764800
147,773,1514764800
148,25252,1485993600
148,4919,1518307200
149,29519,1401926400
149,11321,1460851200
150,10608,1331683200
